slot_key,surface,geo_code,geography_name,level,tab,indicator_code,indicator_name,lifecycle_status,status,resolved,completion_phase,reason,series_code,observation_id,period_label,value,badge,geographic_method,source,source_url
"KEN-C001-CON002-W0008|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON002-W0008","Mikindani","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON002-W0008","a8262355-fb3d-5210-a851-404ee996e535","Boundary-derived 2012-01","6.2","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON002-W0008|profile|overview|IND-POPULATION","profile","KEN-C001-CON002-W0008","Mikindani","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002-W0008|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0008","Mikindani","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0008|profile|people|IND-POPULATION","profile","KEN-C001-CON002-W0008","Mikindani","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002-W0008|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0008","Mikindani","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0008|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON002-W0008","Mikindani","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON002-W0008|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002-W0008","Mikindani","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002-W0008|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON002-W0008","Mikindani","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON002-W0008|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON002-W0008","Mikindani","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON002|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON002","Jomvu","constituency","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON002|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON002","Jomvu","constituency","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON002","dabdec24-5ff0-58fd-bf98-8cd530599dd3","Boundary-derived 2012-01","35.8","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON002|profile|overview|IND-POPULATION","profile","KEN-C001-CON002","Jomvu","constituency","overview","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002","Jomvu","constituency","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002|profile|people|IND-HOUSEHOLD-SIZE","profile","KEN-C001-CON002","Jomvu","constituency","people","IND-HOUSEHOLD-SIZE","Average household size","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","KNBS 2019 Kenya Population and Housing Census, Volume I, Table 2.3","https://repository.knbs.or.ke/handle/knbs-ke-repo/385"
"KEN-C001-CON002|profile|people|IND-POPULATION","profile","KEN-C001-CON002","Jomvu","constituency","people","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON002|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002","Jomvu","constituency","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002|profile|representation|IND-MP-IDENTITY","profile","KEN-C001-CON002","Jomvu","constituency","representation","IND-MP-IDENTITY","Member of Parliament (name, party)","planned","planned_unresolved","false","P23","No single confirmed machine-readable source; remain planned.","","","","","","","IEBC / Parliament of Kenya",""
"KEN-C001-CON002|profile|representation|IND-NG-CDF-ALLOCATION","profile","KEN-C001-CON002","Jomvu","constituency","representation","IND-NG-CDF-ALLOCATION","NG-CDF allocation (financial year)","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON002|profile|representation|IND-NG-CDF-UTILIZATION","profile","KEN-C001-CON002","Jomvu","constituency","representation","IND-NG-CDF-UTILIZATION","NG-CDF utilization rate","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON002|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON002","Jomvu","constituency","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON002|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON002","Jomvu","constituency","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P23","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON003-W0009|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON003-W0009","Mjambere","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON003-W0009|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON003-W0009","Mjambere","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON003-W0009","fafa8865-eaec-50b3-ae2b-9ab77e9c4aab","Boundary-derived 2012-01","0.9","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON003-W0009|profile|overview|IND-POPULATION","profile","KEN-C001-CON003-W0009","Mjambere","ward","overview","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON003-W0009|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON003-W0009","Mjambere","ward","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON003-W0009|profile|people|IND-POPULATION","profile","KEN-C001-CON003-W0009","Mjambere","ward","people","IND-POPULATION","Population","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON003-W0009|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON003-W0009","Mjambere","ward","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON003-W0009|profile|representation|IND-MCA-IDENTITY","profile","KEN-C001-CON003-W0009","Mjambere","ward","representation","IND-MCA-IDENTITY","Member of County Assembly (name, party)","planned","planned_unresolved","false","P24","No single confirmed machine-readable source; remain planned.","","","","","","","County assemblies / IEBC",""
"KEN-C001-CON003-W0009|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON003-W0009","Mjambere","ward","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON003-W0009|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON003-W0009","Mjambere","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON003-W0009|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON003-W0009","Mjambere","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON003-W0010|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON003-W0010","Junda","ward","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P24","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON003-W0010|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON003-W0010","Junda","ward","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON003-W0010","2d801bcc-4cee-51db-bd09-3cdd51ad5379","Boundary-derived 2012-01","7.6","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
